customer_id,age,gender,region,acquisition_channel,signup_date,last_purchase_date,total_purchases,avg_order_value,campaign_exposure,campaign_clicks,time_on_site,churned,revenue_last_12m
5757,35,Female,West,Social Media,2024-02-24,2025-10-01,4,61.97,No,0,5.3,0,247.88
5758,45,Female,East,Search Ads,2025-03-09,2025-04-05,1,102.88,Yes,0,5.08,1,102.88
5759,45,Female,North,Referral,2023-05-22,2025-05-31,4,117.09,Yes,1,13.76,0,468.36
5760,18,Female,North,Organic,2025-08-10,2025-09-06,4,107.85,No,2,8.5,0,431.4
5761,24,Male,North,Social Media,2023-10-26,2025-05-30,3,63.56,Yes,1,10.84,0,190.68
5762,26,Female,West,Email,2023-01-27,2025-01-31,4,109.12,No,0,9.31,1,436.48
5763,28,Male,North,Social Media,2025-03-03,2025-08-09,0,113.15,Yes,0,6.14,0,0.0
5764,22,Female,West,Social Media,2025-08-25,2025-09-03,3,93.22,No,0,9.69,0,279.66
5765,34,Female,North,Email,2024-04-28,2025-04-10,3,87.84,No,0,9.28,1,263.52
5766,46,Male,West,Social Media,2023-06-16,2025-02-18,4,98.2,No,2,5.53,1,392.8
5767,34,Male,West,Organic,2023-06-01,2025-02-18,3,50.64,No,0,9.79,1,151.92
5768,35,Male,North,Organic,2023-10-26,2025-08-26,3,45.84,Yes,1,10.11,0,137.52
5769,42,Female,North,Social Media,2024-06-19,2025-08-18,1,83.13,Yes,2,10.09,0,83.13
5770,46,Female,West,Social Media,2024-09-20,2025-08-05,5,81.84,Yes,3,15.32,0,409.2
5771,35,Male,North,Social Media,2024-12-01,2025-09-21,4,19.86,No,2,8.97,0,79.44
5772,29,Male,South,Organic,2024-12-19,2025-09-04,6,89.55,Yes,0,7.04,0,537.3
5773,39,Male,West,Social Media,2023-08-30,2025-09-02,2,106.17,Yes,0,10.79,0,212.34
5774,19,Female,West,Email,2023-06-20,2025-08-22,1,114.57,Yes,0,9.9,0,114.57
5775,43,Male,East,Search Ads,2025-08-12,2025-09-05,4,97.14,No,0,4.67,1,388.56
5776,66,Male,West,Referral,2023-05-18,2025-09-25,2,81.38,No,0,1.93,0,162.76
5777,38,Female,East,Social Media,2024-05-26,2025-02-10,3,111.49,No,0,8.4,1,334.47
5778,23,Female,West,Organic,2023-10-15,2024-11-25,1,111.07,Yes,1,10.29,1,111.07
5779,54,Female,South,Email,2025-01-03,2025-09-21,3,88.97,No,0,10.86,0,266.91
5780,24,Female,West,Social Media,2023-11-23,2025-09-19,2,100.46,Yes,0,9.3,0,200.92
5781,28,Female,East,Social Media,2023-04-11,2025-07-09,0,100.93,No,0,13.31,0,0.0
5782,25,Female,East,Search Ads,2023-11-16,2025-09-09,2,136.35,No,1,8.52,0,272.7
5783,63,Male,West,Referral,2023-04-11,2025-08-01,3,20.07,Yes,1,7.75,0,60.21
5784,69,Male,South,Organic,2023-06-21,2025-09-09,1,103.74,No,0,8.61,0,103.74
5785,47,Other,East,Search Ads,2024-04-19,2025-08-11,2,85.69,Yes,1,7.26,0,171.38
5786,50,Female,East,Organic,2025-08-31,2025-10-05,1,86.34,Yes,0,5.18,0,86.34
5787,51,Female,South,Social Media,2023-07-23,2025-07-28,5,102.5,Yes,1,7.23,0,512.5
5788,49,Male,South,Organic,2025-03-11,2025-09-14,2,85.31,Yes,0,7.41,0,170.62
5789,46,Male,West,Organic,2024-06-06,2025-08-16,2,90.81,Yes,2,11.58,0,181.62
5790,69,Male,South,Email,2025-09-09,2025-09-11,4,80.7,Yes,0,4.15,0,322.8
5791,56,Female,East,Organic,2024-06-06,2025-09-27,5,96.67,No,1,5.08,0,483.35
5792,22,Female,East,Search Ads,2023-04-14,2025-04-10,7,99.08,Yes,3,11.62,1,693.56
5793,38,Female,West,Email,2024-02-16,2025-08-04,4,64.08,No,1,6.93,0,256.32
5794,68,Other,East,Social Media,2023-03-17,2025-09-21,1,95.6,Yes,0,9.55,0,95.6
5795,38,Male,North,Social Media,2023-08-11,2025-10-05,4,101.45,No,1,7.48,0,405.8
5796,28,Female,South,Referral,2024-06-21,2025-09-17,4,98.86,No,1,13.8,0,395.44
5797,63,Male,East,Organic,2025-06-21,2025-07-20,1,111.51,Yes,0,9.75,0,111.51
5798,50,Male,North,Organic,2024-09-08,2025-07-10,1,82.61,No,2,8.76,0,82.61
5799,47,Female,East,Referral,2024-01-01,2025-03-03,2,71.56,No,0,8.59,1,143.12
5800,39,Female,South,Organic,2024-09-29,2025-07-29,5,87.87,No,0,9.23,0,439.35
5801,24,Male,North,Email,2023-09-03,2025-08-26,4,84.12,Yes,0,13.84,0,336.48
5802,37,Male,West,Email,2023-04-04,2025-06-30,4,53.51,Yes,1,7.92,0,214.04
5803,40,Female,West,Social Media,2025-01-05,2025-07-19,3,100.44,Yes,1,10.54,0,301.32
5804,66,Male,East,Search Ads,2025-04-26,2025-09-08,1,133.93,No,0,8.09,0,133.93
5805,33,Female,North,Search Ads,2024-09-06,2025-08-12,2,88.96,No,0,10.71,0,177.92
5806,25,Female,West,Email,2024-05-06,2025-10-06,4,71.36,Yes,2,14.84,0,285.44
5807,40,Male,East,Referral,2024-04-04,2025-08-30,3,46.83,Yes,2,7.82,0,140.49
5808,69,Male,West,Organic,2024-01-05,2025-09-26,3,93.56,Yes,2,10.95,0,280.68
5809,43,Male,North,Organic,2025-08-30,2025-09-24,1,105.89,No,0,8.53,1,105.89
5810,37,Female,North,Referral,2024-05-20,2025-08-20,4,85.69,Yes,0,5.04,0,342.76
5811,52,Male,East,Email,2025-05-24,2025-07-28,4,81.94,Yes,1,13.03,0,327.76
5812,51,Female,West,Referral,2023-02-10,2025-10-05,4,54.8,No,0,12.69,0,219.2
5813,33,Male,North,Email,2023-12-20,2024-10-02,4,90.8,Yes,0,10.31,1,363.2
5814,68,Female,South,Search Ads,2023-08-04,2025-01-14,2,64.76,No,0,6.1,1,129.52
5815,48,Male,East,Organic,2023-04-27,2025-07-04,5,97.58,Yes,2,5.5,0,487.9
5816,20,Male,West,Organic,2025-09-28,2025-10-06,8,87.9,No,1,9.92,0,703.2
5817,39,Female,West,Email,2023-02-22,2025-06-19,3,80.34,No,0,4.76,0,241.02
5818,65,Female,West,Search Ads,2024-07-08,2025-05-30,2,115.67,Yes,0,7.47,0,231.34
5819,38,Male,East,Search Ads,2023-08-07,2025-04-10,7,65.05,Yes,0,9.91,1,455.35
5820,47,Male,West,Organic,2023-03-20,2024-05-16,5,124.81,No,1,10.21,1,624.05
5821,49,Other,East,Organic,2025-09-12,2025-09-27,4,95.27,No,0,6.99,0,381.08
5822,54,Male,North,Organic,2023-10-21,2025-07-24,2,84.6,Yes,2,8.29,0,169.2
5823,63,Male,East,Email,2023-12-19,2025-07-14,2,72.83,No,0,7.66,0,145.66
5824,25,Male,East,Email,2023-07-05,2025-05-15,1,105.56,Yes,0,6.52,0,105.56
5825,44,Male,South,Social Media,2024-11-19,2025-06-29,2,74.76,Yes,1,9.71,0,149.52
5826,45,Female,South,Email,2025-07-16,2025-07-31,2,111.71,No,0,3.15,1,223.42
5827,25,Female,West,Search Ads,2023-12-07,2024-11-29,4,120.22,Yes,4,11.7,1,480.88
5828,53,Female,West,Organic,2025-03-19,2025-08-15,4,66.59,No,1,16.36,0,266.36
5829,24,Female,South,Social Media,2024-02-15,2025-08-09,2,95.89,Yes,0,8.56,0,191.78
5830,41,Male,West,Organic,2024-07-02,2025-07-26,11,52.51,No,2,11.57,0,577.61
5831,35,Female,South,Search Ads,2025-03-13,2025-04-10,4,113.86,Yes,1,8.86,1,455.44
5832,26,Male,North,Social Media,2025-08-12,2025-09-08,0,93.78,No,1,4.56,0,0.0
5833,60,Male,North,Referral,2024-09-02,2025-08-27,1,89.49,No,2,14.75,0,89.49
5834,30,Female,South,Email,2024-01-09,2025-07-15,2,42.68,No,1,5.46,0,85.36
5835,31,Male,North,Email,2024-04-15,2025-09-08,2,98.45,Yes,1,10.37,0,196.9
5836,62,Male,East,Email,2025-05-17,2025-07-18,3,84.92,Yes,0,8.79,0,254.76
5837,63,Male,West,Referral,2023-12-21,2025-05-14,2,69.04,No,1,11.56,0,138.08
5838,19,Female,East,Social Media,2024-04-13,2025-06-12,4,91.09,Yes,2,9.33,0,364.36
5839,32,Male,West,Organic,2025-02-16,2025-02-23,2,116.59,No,0,4.51,1,233.18
5840,54,Female,West,Organic,2025-05-01,2025-08-30,4,118.94,No,0,6.01,0,475.76
5841,58,Female,South,Email,2024-03-24,2025-08-01,4,79.65,No,0,15.06,0,318.6
5842,69,Female,North,Social Media,2025-06-22,2025-08-06,1,59.06,Yes,0,10.89,0,59.06
5843,46,Male,North,Email,2025-05-14,2025-07-18,2,107.34,Yes,0,14.46,0,214.68
5844,18,Female,East,Social Media,2024-04-09,2025-07-18,1,54.55,Yes,1,8.92,0,54.55
5845,63,Male,South,Organic,2023-10-06,2025-09-26,1,64.0,No,2,10.14,0,64.0
5846,26,Female,East,Social Media,2023-06-28,2025-07-19,2,101.18,Yes,2,5.77,0,202.36
5847,24,Female,East,Social Media,2023-05-02,2025-02-03,1,111.86,No,0,8.69,1,111.86
5848,53,Male,East,Social Media,2023-07-12,2025-09-29,2,99.88,Yes,1,15.28,0,199.76
5849,49,Female,North,Email,2023-03-10,2025-08-05,2,80.28,No,0,5.65,0,160.56
5850,21,Female,South,Email,2023-10-17,2025-07-19,2,99.78,No,0,5.93,0,199.56
5851,26,Female,South,Email,2025-09-21,2025-10-10,2,110.67,No,0,10.48,1,221.34
5852,48,Male,West,Search Ads,2023-08-12,2025-07-27,2,101.5,Yes,0,10.31,0,203.0
5853,31,Female,East,Organic,2024-01-21,2025-10-01,0,39.15,No,1,13.69,0,0.0
5854,53,Female,East,Search Ads,2024-01-25,2025-06-26,3,76.98,Yes,1,9.45,0,230.94
5855,39,Female,East,Social Media,2024-06-05,2025-09-18,3,106.3,No,1,8.81,0,318.9
5856,48,Male,East,Email,2024-05-23,2025-09-10,4,70.59,Yes,1,9.88,0,282.36
5857,42,Female,North,Referral,2024-08-05,2025-09-06,2,113.92,No,0,4.77,0,227.84
5858,36,Female,North,Referral,2023-03-29,2025-08-20,3,102.74,Yes,0,5.12,0,308.22
5859,35,Female,North,Search Ads,2023-11-19,2025-09-07,7,97.96,No,1,3.83,0,685.72
5860,54,Female,North,Email,2025-07-01,2025-10-04,1,112.24,Yes,0,1.0,0,112.24
5861,44,Male,South,Social Media,2025-09-06,2025-09-29,3,80.11,Yes,0,10.18,0,240.33
5862,48,Female,West,Search Ads,2023-01-03,2025-06-05,3,106.65,Yes,2,6.13,0,319.95
5863,48,Male,North,Search Ads,2023-05-19,2025-07-02,1,86.78,Yes,0,6.54,0,86.78
5864,28,Male,North,Email,2024-06-21,2025-02-18,8,93.9,No,1,11.06,1,751.2
5865,65,Female,North,Social Media,2023-01-09,2024-05-22,3,106.11,No,0,5.76,1,318.33
5866,47,Male,South,Social Media,2025-01-28,2025-09-18,0,66.65,Yes,2,11.22,0,0.0
5867,55,Male,North,Search Ads,2025-09-16,2025-10-01,4,95.35,Yes,0,4.02,0,381.4
5868,63,Male,North,Search Ads,2023-05-04,2025-01-28,2,67.06,No,0,5.94,1,134.12
5869,66,Female,South,Social Media,2024-02-16,2025-08-15,5,76.97,Yes,2,16.25,0,384.85
5870,52,Other,West,Email,2023-07-14,2025-08-04,3,75.2,Yes,0,5.1,0,225.6
5871,58,Female,South,Search Ads,2023-07-16,2025-08-14,3,75.27,No,1,11.86,0,225.81
5872,42,Male,North,Search Ads,2025-03-06,2025-08-07,4,110.62,Yes,0,14.41,0,442.48
5873,56,Female,South,Referral,2023-04-30,2025-07-15,2,93.46,No,1,6.74,0,186.92
5874,34,Male,North,Search Ads,2023-05-05,2025-07-13,5,147.07,Yes,1,6.09,0,735.35
5875,55,Other,East,Email,2024-01-07,2025-08-01,3,86.56,Yes,1,2.28,0,259.68
5876,22,Female,South,Email,2023-11-06,2025-01-26,7,72.88,Yes,2,10.16,1,510.16
5877,65,Male,West,Email,2025-09-05,2025-09-22,1,103.21,Yes,0,10.76,0,103.21
5878,30,Female,West,Referral,2024-01-31,2025-08-23,4,104.32,No,1,10.31,0,417.28
5879,52,Male,East,Search Ads,2024-07-04,2025-05-05,0,112.39,No,1,12.17,0,0.0
5880,18,Female,North,Social Media,2023-04-14,2025-09-15,1,75.69,No,0,5.52,0,75.69
5881,26,Male,South,Search Ads,2023-12-22,2025-07-18,4,82.58,No,0,13.61,0,330.32
5882,69,Female,South,Organic,2023-07-26,2025-07-07,2,91.12,Yes,1,8.15,0,182.24
5883,61,Female,West,Social Media,2024-01-01,2025-07-24,6,82.28,Yes,1,12.25,0,493.68
5884,29,Female,North,Social Media,2023-11-01,2025-09-23,2,110.99,Yes,1,10.27,0,221.98
5885,24,Female,East,Email,2023-04-28,2025-06-25,4,60.28,Yes,1,5.54,0,241.12
5886,60,Male,South,Referral,2024-07-10,2025-09-28,3,113.08,Yes,3,5.54,0,339.24
5887,69,Female,South,Organic,2024-06-02,2025-03-27,7,129.81,Yes,2,9.23,1,908.67
5888,26,Female,South,Social Media,2024-06-04,2025-06-08,4,104.84,Yes,3,6.56,0,419.36
5889,52,Male,South,Organic,2024-03-01,2025-08-05,3,106.41,Yes,0,8.43,0,319.23
5890,32,Male,East,Email,2024-06-10,2025-07-11,6,86.78,No,2,6.76,0,520.68
5891,56,Male,East,Email,2025-01-01,2025-01-18,3,60.68,No,1,6.91,1,182.04
5892,39,Male,North,Search Ads,2023-09-20,2025-09-17,1,43.75,Yes,1,3.62,0,43.75
5893,24,Female,North,Search Ads,2023-07-12,2024-10-30,2,100.76,Yes,1,1.0,1,201.52
5894,34,Female,West,Social Media,2024-11-10,2025-06-21,3,83.09,Yes,0,12.62,0,249.27
5895,46,Female,South,Email,2023-05-18,2025-06-28,2,58.0,No,3,11.38,0,116.0
5896,59,Other,East,Social Media,2023-12-19,2025-05-06,0,122.84,Yes,0,2.87,0,0.0
5897,19,Male,South,Social Media,2024-08-06,2025-08-05,2,75.23,No,1,9.85,0,150.46
5898,67,Female,East,Social Media,2024-08-09,2025-08-03,5,88.0,Yes,1,10.93,0,440.0
5899,51,Male,East,Organic,2025-01-14,2025-05-22,4,89.17,No,0,4.03,0,356.68
5900,63,Male,North,Search Ads,2024-04-18,2024-12-29,4,106.76,No,0,10.69,1,427.04
5901,66,Male,East,Search Ads,2024-05-13,2025-07-26,3,101.28,Yes,4,12.31,0,303.84
5902,25,Male,East,Email,2023-02-14,2025-10-03,4,64.1,No,0,11.18,0,256.4
5903,22,Male,North,Organic,2025-03-03,2025-07-24,5,52.95,No,3,13.23,0,264.75
5904,58,Female,East,Email,2023-08-26,2025-07-09,3,83.49,Yes,0,12.88,0,250.47
5905,27,Male,North,Referral,2025-04-23,2025-05-01,5,85.25,No,1,5.51,1,426.25
5906,25,Male,North,Social Media,2024-10-08,2025-06-11,1,101.91,Yes,2,9.97,0,101.91
5907,42,Female,West,Social Media,2025-07-08,2025-07-14,1,69.39,No,0,9.76,0,69.39
5908,65,Male,West,Social Media,2025-05-27,2025-07-24,6,91.21,Yes,0,14.05,0,547.26
5909,59,Female,North,Search Ads,2024-01-15,2025-06-05,0,111.28,No,0,7.25,1,0.0
5910,44,Female,East,Search Ads,2024-01-31,2025-07-28,2,59.3,No,0,6.1,0,118.6
5911,28,Female,North,Referral,2025-06-26,2025-09-25,0,102.03,No,0,3.04,0,0.0
5912,35,Female,East,Search Ads,2025-06-04,2025-07-29,4,93.59,Yes,1,11.39,0,374.36
5913,53,Female,South,Email,2024-12-12,2025-01-12,6,73.38,Yes,1,10.01,1,440.28
5914,26,Female,West,Social Media,2025-07-15,2025-08-02,4,49.33,No,0,6.0,0,197.32
5915,45,Female,South,Organic,2024-09-18,2024-12-01,7,34.02,No,1,10.31,1,238.14
5916,18,Other,South,Organic,2023-01-25,2025-07-19,2,77.51,No,1,6.98,0,155.02
5917,34,Male,West,Search Ads,2024-07-09,2024-07-22,2,94.53,Yes,0,5.6,1,189.06
5918,30,Female,North,Search Ads,2024-01-07,2025-04-10,4,99.33,Yes,0,13.33,1,397.32
5919,53,Female,North,Organic,2023-01-20,2025-07-01,2,72.95,No,0,1.81,0,145.9
5920,65,Male,South,Organic,2024-07-11,2025-09-11,3,111.23,No,0,8.43,0,333.69
5921,25,Female,East,Search Ads,2024-07-16,2025-09-12,4,113.68,Yes,0,8.21,0,454.72
5922,59,Female,North,Social Media,2025-01-04,2025-01-16,1,75.52,No,0,3.68,1,75.52
5923,52,Female,East,Organic,2025-02-20,2025-08-27,2,80.27,Yes,0,11.58,0,160.54
5924,68,Male,South,Email,2023-11-20,2025-10-07,1,81.88,Yes,1,5.52,0,81.88
5925,65,Male,East,Email,2025-09-18,2025-10-07,3,87.91,Yes,4,12.53,0,263.73
5926,23,Male,West,Social Media,2024-03-19,2025-08-08,2,94.87,No,3,11.61,0,189.74
5927,56,Female,South,Organic,2024-03-10,2024-10-27,3,121.01,No,0,8.66,1,363.03
5928,48,Female,East,Referral,2023-07-01,2025-07-27,2,70.22,No,0,1.0,0,140.44
5929,23,Female,South,Search Ads,2025-09-20,2025-09-28,5,81.47,Yes,0,7.63,0,407.35
5930,31,Male,North,Email,2024-01-31,2025-08-27,4,89.62,No,0,6.1,0,358.48
5931,66,Male,West,Search Ads,2023-06-21,2025-08-24,3,70.7,Yes,1,12.72,0,212.1
5932,46,Female,West,Search Ads,2025-04-28,2025-05-13,6,79.08,Yes,1,10.75,1,474.48
5933,35,Female,West,Email,2025-08-19,2025-09-07,1,126.46,No,0,8.95,0,126.46
5934,34,Female,West,Email,2023-08-03,2025-07-25,4,109.57,Yes,1,12.98,0,438.28
5935,61,Male,South,Organic,2024-08-14,2025-09-02,3,94.63,Yes,1,15.68,0,283.89
5936,32,Male,East,Referral,2025-06-26,2025-07-16,3,90.06,No,0,12.38,0,270.18
5937,26,Female,North,Search Ads,2024-10-26,2025-08-14,2,70.6,No,2,9.64,0,141.2
5938,47,Female,West,Search Ads,2024-03-14,2025-06-23,6,107.52,Yes,2,8.53,0,645.12
5939,69,Male,East,Referral,2024-07-29,2025-07-16,4,112.33,No,0,9.3,0,449.32
5940,27,Female,South,Social Media,2023-04-12,2025-03-09,2,68.87,No,0,8.5,1,137.74
5941,31,Female,West,Referral,2025-09-12,2025-10-07,5,105.61,Yes,2,9.86,1,528.05
5942,42,Female,East,Search Ads,2024-05-29,2025-07-13,3,56.57,No,0,6.3,0,169.71
5943,28,Female,West,Search Ads,2023-02-14,2025-08-22,2,109.93,Yes,1,11.5,0,219.86
5944,51,Female,East,Social Media,2023-12-05,2025-09-29,0,60.96,Yes,1,10.27,0,0.0
5945,31,Female,West,Search Ads,2024-02-16,2025-09-06,5,110.96,Yes,0,10.07,0,554.8
5946,24,Other,East,Social Media,2025-09-24,2025-09-30,3,104.79,Yes,2,6.38,1,314.37
5947,31,Other,East,Referral,2025-05-27,2025-07-23,3,132.47,No,2,7.18,0,397.41
5948,66,Female,East,Search Ads,2023-11-01,2025-07-22,4,107.97,Yes,0,11.28,0,431.88
5949,66,Female,North,Organic,2023-06-17,2025-07-26,2,127.01,Yes,2,7.72,0,254.02
5950,44,Male,North,Referral,2023-02-12,2025-09-20,3,74.31,Yes,1,2.23,0,222.93
5951,38,Male,West,Email,2024-07-25,2025-10-07,2,60.17,No,1,4.3,0,120.34
5952,60,Female,West,Organic,2024-03-22,2025-07-13,6,88.9,Yes,1,9.59,0,533.4
5953,28,Male,West,Organic,2024-06-09,2025-04-10,5,53.59,Yes,1,13.21,1,267.95
5954,52,Female,North,Organic,2023-10-01,2024-11-13,1,142.42,No,0,7.3,1,142.42
5955,53,Female,South,Social Media,2025-03-20,2025-04-06,1,114.74,Yes,1,7.49,1,114.74
5956,54,Other,West,Search Ads,2024-06-02,2025-08-24,3,73.92,No,2,11.16,0,221.76
5957,29,Female,North,Email,2025-07-10,2025-08-14,4,62.01,Yes,1,8.95,0,248.04
5958,55,Female,South,Referral,2023-08-29,2025-03-16,1,92.85,Yes,0,11.23,1,92.85
5959,49,Female,South,Referral,2023-09-17,2025-08-10,2,92.35,Yes,0,8.91,0,184.7
5960,63,Other,West,Email,2024-08-10,2025-06-24,1,50.71,No,0,6.78,0,50.71
5961,27,Male,East,Social Media,2024-11-26,2025-01-31,1,87.62,No,0,11.07,1,87.62
5962,49,Male,South,Social Media,2023-10-24,2025-02-05,1,90.3,Yes,0,12.8,1,90.3
5963,61,Other,East,Email,2024-07-03,2025-09-22,4,129.19,No,0,7.04,0,516.76
5964,32,Female,North,Email,2024-05-27,2025-06-26,1,93.69,No,0,4.63,0,93.69
5965,56,Female,East,Organic,2024-10-26,2025-08-19,4,108.65,No,1,2.99,0,434.6
5966,23,Male,East,Email,2024-09-30,2025-09-15,5,98.73,Yes,0,3.86,0,493.65
5967,55,Female,East,Social Media,2023-07-20,2025-08-24,6,96.81,Yes,2,8.13,0,580.86
5968,49,Female,South,Social Media,2023-04-25,2025-09-01,0,70.34,Yes,1,11.97,0,0.0
5969,28,Female,South,Search Ads,2023-10-01,2025-09-16,2,67.21,No,0,3.0,0,134.42
5970,21,Male,North,Search Ads,2023-05-07,2024-03-10,0,97.71,No,0,3.2,1,0.0
5971,56,Female,West,Email,2024-07-05,2025-07-02,2,76.34,No,0,9.13,0,152.68
5972,30,Female,South,Email,2024-05-28,2024-07-01,3,64.28,No,0,12.71,1,192.84
5973,43,Female,South,Organic,2023-01-03,2025-08-16,1,89.5,No,1,11.27,0,89.5
5974,21,Male,South,Referral,2025-04-07,2025-08-22,1,69.71,No,2,2.48,0,69.71
5975,68,Female,West,Search Ads,2024-12-19,2025-08-11,3,123.2,No,3,9.18,0,369.6
5976,46,Male,West,Referral,2024-04-12,2025-09-20,3,81.3,No,0,10.87,0,243.9
5977,66,Female,North,Social Media,2023-06-12,2024-06-29,0,26.32,No,0,7.11,1,0.0
5978,26,Male,East,Social Media,2023-06-11,2025-07-14,2,107.64,No,0,7.89,0,215.28
5979,28,Female,South,Search Ads,2025-07-23,2025-08-26,3,126.33,Yes,3,8.16,0,378.99
5980,49,Female,West,Search Ads,2023-08-25,2025-09-22,1,86.36,Yes,1,10.8,0,86.36
5981,49,Male,West,Social Media,2025-05-13,2025-06-22,6,84.34,No,0,9.73,0,506.04
5982,59,Male,East,Email,2024-10-27,2025-08-19,2,75.87,Yes,0,10.37,0,151.74
5983,66,Male,West,Email,2024-09-17,2025-07-22,4,126.86,Yes,1,10.21,0,507.44
5984,60,Male,East,Social Media,2025-04-18,2025-09-09,3,82.03,Yes,0,9.08,0,246.09
5985,25,Female,South,Email,2025-06-12,2025-07-14,4,58.72,Yes,0,7.85,0,234.88
5986,34,Male,East,Social Media,2023-09-29,2025-09-22,2,70.7,Yes,0,8.17,0,141.4
5987,65,Male,East,Referral,2025-09-17,2025-10-03,2,111.66,Yes,0,7.48,1,223.32
5988,46,Other,North,Email,2023-05-09,2025-09-22,4,110.34,No,0,9.69,0,441.36
5989,63,Male,East,Search Ads,2025-02-16,2025-10-04,1,108.65,Yes,2,5.62,0,108.65
5990,47,Female,North,Email,2024-01-23,2025-02-14,4,76.65,Yes,0,12.33,1,306.6
5991,20,Female,North,Search Ads,2024-09-20,2025-04-10,5,97.79,Yes,1,6.84,1,488.95
5992,42,Female,West,Social Media,2025-04-17,2025-08-05,3,56.12,Yes,3,10.39,0,168.36
5993,60,Female,North,Search Ads,2024-03-26,2025-08-18,6,83.49,Yes,3,12.81,0,500.94
5994,52,Male,West,Search Ads,2023-03-23,2025-08-14,1,71.91,No,0,9.35,0,71.91
5995,24,Female,South,Social Media,2025-03-27,2025-07-24,2,137.38,Yes,1,4.17,0,274.76
5996,28,Female,East,Search Ads,2023-05-12,2025-09-03,3,77.74,Yes,1,9.4,0,233.22
5997,62,Male,West,Social Media,2024-12-07,2025-06-12,4,101.76,Yes,2,7.5,0,407.04
5998,68,Female,West,Search Ads,2024-03-17,2025-10-04,4,119.18,No,1,4.03,0,476.72
5999,57,Female,West,Referral,2024-04-19,2025-06-22,1,113.46,No,1,8.67,0,113.46
6000,23,Female,South,Email,2023-09-21,2025-04-10,5,71.74,No,0,4.25,1,358.7
6001,50,Female,South,Organic,2024-05-16,2025-07-06,4,132.79,Yes,1,10.13,0,531.16
6002,61,Male,East,Email,2023-07-07,2025-09-16,5,73.46,Yes,1,14.45,0,367.3
6003,51,Female,West,Organic,2023-08-18,2025-04-10,4,79.67,Yes,1,10.2,1,318.68
6004,48,Other,West,Referral,2024-04-19,2025-09-01,6,132.96,Yes,0,8.84,0,797.76
6005,42,Female,East,Email,2025-03-01,2025-03-07,4,97.14,No,0,7.52,1,388.56
6006,30,Male,North,Email,2024-05-30,2025-04-28,0,86.97,Yes,4,12.89,0,0.0
6007,32,Female,South,Organic,2025-05-30,2025-07-30,2,87.08,No,2,7.08,0,174.16
6008,56,Female,West,Email,2023-10-03,2025-05-31,3,45.28,No,0,6.6,0,135.84
6009,21,Male,East,Organic,2023-01-17,2025-07-22,4,44.17,No,1,5.21,0,176.68
6010,22,Female,East,Search Ads,2023-11-05,2025-09-11,3,102.48,No,1,5.32,0,307.44
6011,38,Female,East,Organic,2023-04-23,2025-06-27,3,79.05,Yes,2,11.51,0,237.15
6012,58,Female,West,Search Ads,2024-06-08,2025-07-16,3,71.46,No,0,6.54,0,214.38
6013,52,Female,West,Social Media,2025-09-21,2025-10-03,3,95.76,No,0,10.27,0,287.28
6014,48,Male,South,Social Media,2024-05-05,2025-08-01,2,58.97,Yes,1,12.39,0,117.94
6015,45,Other,West,Referral,2023-06-28,2024-11-29,3,93.54,Yes,2,6.94,1,280.62
6016,23,Female,South,Social Media,2024-08-08,2025-08-12,2,70.32,Yes,1,7.33,0,140.64
6017,35,Female,South,Social Media,2025-01-08,2025-08-14,3,103.07,Yes,1,12.1,0,309.21
6018,22,Male,West,Search Ads,2025-05-23,2025-08-29,4,83.45,Yes,1,10.44,0,333.8
6019,57,Male,South,Email,2024-04-27,2025-08-22,3,107.15,Yes,1,7.23,0,321.45
6020,57,Female,South,Social Media,2024-03-01,2025-08-18,4,75.78,Yes,0,11.38,0,303.12
6021,31,Male,East,Referral,2024-06-06,2025-08-28,1,71.73,No,1,11.04,0,71.73
6022,33,Female,West,Email,2023-08-03,2025-02-22,5,85.83,No,1,7.88,1,429.15
6023,34,Other,North,Email,2023-04-19,2025-06-27,7,107.58,Yes,2,7.64,0,753.06
6024,64,Female,East,Email,2025-02-13,2025-04-10,2,62.09,No,0,8.35,1,124.18
6025,43,Male,East,Social Media,2023-05-19,2025-09-04,1,61.36,No,1,6.19,0,61.36
6026,57,Female,South,Organic,2024-11-22,2025-09-15,6,66.21,Yes,1,10.68,0,397.26
6027,41,Male,East,Organic,2024-08-02,2025-10-07,5,121.85,No,2,8.01,0,609.25
6028,54,Female,East,Search Ads,2024-04-17,2025-05-20,3,74.61,Yes,1,6.65,0,223.83
6029,45,Female,West,Social Media,2024-01-14,2025-09-26,2,111.16,No,0,7.39,0,222.32
6030,32,Female,East,Referral,2025-09-13,2025-09-27,5,88.56,No,0,7.03,0,442.8
6031,63,Male,West,Organic,2025-03-10,2025-09-11,3,73.02,Yes,2,11.39,0,219.06
6032,54,Male,West,Organic,2023-06-14,2024-10-10,4,100.68,No,0,5.37,1,402.72
6033,58,Other,North,Organic,2025-09-01,2025-09-27,3,83.71,Yes,0,6.18,0,251.13
6034,67,Female,West,Organic,2023-05-11,2025-07-07,0,109.11,No,0,6.88,0,0.0
6035,30,Female,East,Email,2025-03-25,2025-06-27,2,69.12,Yes,0,11.4,0,138.24
6036,22,Female,North,Social Media,2024-03-03,2025-05-20,3,90.17,Yes,2,10.59,0,270.51
6037,48,Female,East,Social Media,2024-02-12,2025-08-29,1,60.27,No,1,9.39,0,60.27
